alive ,alive_since     ,anonymity   ,average_timeout    ,first_seen      ,ip_data_as                                                                                                                      ,ip_data_asname                                    ,ip_data_city                 ,ip_data_continent ,ip_data_continentCode ,ip_data_country          ,ip_data_countryCode ,ip_data_district            ,ip_data_hosting ,ip_data_isp                                                           ,ip_data_lat ,ip_data_lon ,ip_data_mobile ,ip_data_org                                                     ,ip_data_proxy ,ip_data_regionName                    ,ip_data_status ,ip_data_timezone               ,ip_data_zip ,ip_data_last_update ,last_seen       ,port  ,protocol ,proxy                          ,ssl   ,timeout            ,times_alive ,times_dead ,uptime             ,ip
true  ,1731215221.5496 ,elite       , 6089.2157428026   ,1727889231.2866 ,"AS141995 Contabo Asia Private Limited"                                                                                         ,CAPL-AS-AP                                        ,Tokyo                        ,Asia              ,AS                    ,Japan                    ,JP                  ,                            ,false           ,"Contabo GmbH"                                                        ,35.6164     ,139.7425    ,false          ,"Contabo GmbH"                                                  ,true          ,Tokyo                                 ,success        ,Asia/Tokyo                     ,140-0001    ,         1730915345 ,1731215221.5496 , 8000 ,http     ,http://84.247.152.41:8000      ,false , 9996.8109130859   ,       3489 ,     44245 , 7.309255457326    ,84.247.152.41
true  ,1731215221.3881 ,elite       , 9978.2461674659   ,1717328468.5154 ,"AS16276 OVH SAS"                                                                                                               ,OVH                                               ,Gravelines                   ,Europe            ,EU                    ,France                   ,FR                  ,                            ,true            ,"OVH ISP"                                                             ,50.9871     ,2.12554     ,false          ,"VPS static ips"                                                ,true          ,Hauts-de-France                       ,success        ,Europe/Paris                   ,59820       ,         1730678897 ,1731215221.3881 , 8080 ,socks4   ,socks4://37.59.116.115:8080    ,true  ,12121.982574463    ,        364 ,     49085 , 0.73611195373011  ,37.59.116.115
true  ,1731215221.3678 ,transparent , 5948.8746255097   ,1721747240.7484 ,"AS132199 Globe Telecom Inc."                                                                                                   ,GLOBE-MOBILE-5TH-GEN-AS                           ,"Caloocan City"              ,Asia              ,AS                    ,Philippines              ,PH                  ,                            ,false           ,"Globe Telecom"                                                       ,14.6438     ,120.9632    ,true           ,                                                                ,false         ,"Metro Manila"                        ,success        ,Asia/Manila                    ,1409        ,         1730820432 ,1731215221.3678 , 8082 ,http     ,http://120.28.76.192:8082      ,false , 7026.6761779785   ,      16979 ,    133438 ,11.287952824481    ,120.28.76.192
true  ,1731215221.2829 ,anonymous   , 7622.2391107461   ,1710545631.9583 ,"AS35425 IOMART MANAGED SERVICES LIMITED"                                                                                       ,BYTEMARK-AS                                       ,York                         ,Europe            ,EU                    ,"United Kingdom"         ,GB                  ,                            ,true            ,"Bytemark Computer Consulting Ltd /19"                                ,53.9801     ,-1.13009    ,false          ,"Bytemark Computer Consulting Ltd"                              ,true          ,England                               ,success        ,Europe/London                  ,"YO26 6BL"  ,         1730674962 ,1731215221.2829 ,34411 ,http     ,http://212.110.188.213:34411   ,false , 8725.7475852966   ,      43450 ,    278375 ,13.501126388565    ,212.110.188.213
true  ,1731215221.2753 ,elite       , 2514.1991522144   ,1730481551.2201 ,"AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED"                                                                           ,UCLOUD-HK-AS-AP                                   ,"Ho Chi Minh City"           ,Asia              ,AS                    ,Vietnam                  ,VN                  ,                            ,true            ,"UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED"                          ,10.822      ,106.6257    ,false          ,"Ucloud Information Technology"                                 ,false         ,"Ho Chi Minh"                         ,success        ,Asia/Ho_Chi_Minh               ,            ,         1731086386 ,1731215221.2753 , 8168 ,http     ,http://123.58.199.17:8168      ,false ,14828.945875168    ,       2109 ,      9313 ,18.464367011031    ,123.58.199.17
true  ,1731214432.0464 ,elite       ,  164.37767406798  ,1730259420.2379 ,"AS24940 Hetzner Online GmbH"                                                                                                   ,HETZNER-AS                                        ,Nuremberg                    ,Europe            ,EU                    ,Germany                  ,DE                  ,                            ,true            ,"Hetzner Online GmbH"                                                 ,49.4527     ,11.0783     ,false          ,Hetzner                                                         ,false         ,Bavaria                               ,success        ,Europe/Berlin                  ,90403       ,         1730864248 ,1731215221.2213 , 8081 ,http     ,http://49.13.173.87:8081       ,false ,   24.394989013672 ,      14467 ,       129 ,99.116196218142    ,49.13.173.87
true  ,1731215167.9678 ,anonymous   , 2465.9315503228   ,1730482930.695  ,"AS4230 CLARO S.A."                                                                                                             ,"CLARO S.A."                                      ,Sobral                       ,"South America"   ,SA                    ,Brazil                   ,BR                  ,"Distrito Industrial - Sn"  ,false           ,"Claro S.A"                                                           ,-3.71013    ,-40.3519    ,false          ,"Moageira Serra Grande Ltda"                                    ,false         ,Ceará                                 ,success        ,America/Fortaleza              ,62000-000   ,         1731087762 ,1731215221.1922 ,   80 ,http     ,http://189.43.42.103:80        ,false , 3760.7181072235   ,       7833 ,      3494 ,69.153350401695    ,189.43.42.103
true  ,1731215221.1856 ,elite       ,10446.598979539    ,1716456858.7297 ,"AS11426 Charter Communications Inc"                                                                                            ,TWC-11426-CAROLINAS                               ,Smithville                   ,"North America"   ,NA                    ,"United States"          ,US                  ,                            ,false           ,"Charter Communications"                                              ,33.9718     ,-78.0486    ,false          ,Spectrum                                                        ,false         ,"North Carolina"                      ,success        ,America/New_York               ,28461       ,         1730872289 ,1731215221.1856 ,41084 ,socks4   ,socks4://75.191.202.241:41084  ,true  ,12031.005859375    ,        510 ,     74103 , 0.68352699931647  ,75.191.202.241
true  ,1731215221.1844 ,elite       , 7209.311654669    ,1719787375.2565 ,"AS197524 Leonet Group GmbH"                                                                                                    ,CCNST-AS                                          ,Teisnach                     ,Europe            ,EU                    ,Germany                  ,DE                  ,                            ,false           ,"CCNST C"                                                             ,49.0247     ,13.0045     ,false          ,"CCNST Christof Englmeier e.K."                                 ,false         ,Bavaria                               ,success        ,Europe/Berlin                  ,94244       ,         1730845494 ,1731215221.1844 ,   80 ,socks4   ,socks4://185.9.66.168:80       ,true  ,11986.838340759    ,        259 ,     45445 , 0.56669000525118  ,185.9.66.168
true  ,1731215221.1817 ,transparent , 6359.3196892475   ,1710577954.4618 ,"AS151006 PT Nesta Indo Media"                                                                                                  ,IDNIC-NIMNET-AS-ID                                ,"Gunung Kendil"              ,Asia              ,AS                    ,Indonesia                ,ID                  ,                            ,false           ,"PT Nesta Indo Media"                                                 ,-7.33167    ,110.404     ,false          ,"PT Nesta Indo Media"                                           ,true          ,"Central Java"                        ,success        ,Asia/Jakarta                   ,            ,         1730973649 ,1731215221.1817 , 8080 ,http     ,http://103.217.224.201:8080    ,false , 9947.0086097717   ,      29742 ,    300738 , 8.9996368917938   ,103.217.224.201
true  ,1731215221.1609 ,elite       ,  962.85201718523  ,1696965524.8855 ,"AS46562 Performive LLC"                                                                                                        ,PERFORMIVE                                        ,"Los Angeles"                ,"North America"   ,NA                    ,"United States"          ,US                  ,                            ,true            ,"Total Server Solutions L.L.C."                                       ,34.0549     ,-118.243    ,false          ,Wonderwall.com                                                  ,true          ,California                            ,success        ,America/Los_Angeles            ,90009       ,         1731111441 ,1731215221.1609 , 4145 ,socks4   ,socks4://68.71.247.130:4145    ,true  , 1940.5956268311   ,     109474 ,    135134 ,44.754873103087    ,68.71.247.130
true  ,1731214339.2044 ,elite       ,  782.0009183733   ,1726300923.7241 ,"AS16276 OVH SAS"                                                                                                               ,OVH                                               ,Gravelines                   ,Europe            ,EU                    ,France                   ,FR                  ,                            ,true            ,"MCPECloud SAS"                                                       ,50.982      ,2.1536      ,false          ,"MCPECloud ISP"                                                 ,true          ,Hauts-de-France                       ,success        ,Europe/Paris                   ,59820       ,         1731140551 ,1731215221.0502 ,   80 ,http     ,http://87.98.148.98:80         ,false ,  110.88705062866  ,      25959 ,      8167 ,76.068100568482    ,87.98.148.98
true  ,1731214837.2569 ,anonymous   , 2442.9677913516   ,1730483844.773  ,"AS4230 CLARO S.A."                                                                                                             ,"CLARO S.A."                                      ,Sobral                       ,"South America"   ,SA                    ,Brazil                   ,BR                  ,"Distrito Industrial - Sn"  ,false           ,"Claro S.A"                                                           ,-3.71013    ,-40.3519    ,false          ,"Moageira Serra Grande Ltda"                                    ,false         ,Ceará                                 ,success        ,America/Fortaleza              ,62000-000   ,         1731088721 ,1731215220.966  ,   80 ,http     ,http://189.43.42.101:80        ,false , 1739.1998767853   ,       7765 ,      3550 ,68.625718073354    ,189.43.42.101
true  ,1731215220.7018 ,transparent , 5411.9242733734   ,1730900889.4748 ,"AS61889 BR.Digital Provider"                                                                                                   ,"BR.Digital Provider"                             ,Salvador                     ,"South America"   ,SA                    ,Brazil                   ,BR                  ,                            ,false           ,"BR.Digital Provider"                                                 ,-12.9637    ,-38.4903    ,false          ,"BR.Digital Provider"                                           ,false         ,Bahia                                 ,success        ,America/Bahia                  ,41830       ,         1730901267 ,1731215220.7018 , 3128 ,http     ,http://200.195.235.227:3128    ,false ,11330.501317978    ,        698 ,      4163 ,14.359185352808    ,200.195.235.227
true  ,1731215220.6549 ,elite       , 4509.3785639312   ,1710572439.1557 ,"AS11664 Techtel LMDS Comunicaciones Interactivas S.A."                                                                         ,"Techtel LMDS Comunicaciones Interactivas S.A."   ,"Buenos Aires"               ,"South America"   ,SA                    ,Argentina                ,AR                  ,                            ,false           ,"Techtel LMDS Comunicaciones Interactivas S.A"                        ,-34.6142    ,-58.3811    ,false          ,"Telmex Argentina S.A"                                          ,false         ,"Buenos Aires F.D."                   ,success        ,America/Argentina/Buenos_Aires ,1871        ,         1730790340 ,1731215220.6549 , 4153 ,socks4   ,socks4://200.123.109.166:4153  ,true  , 2307.5909614563   ,       8055 ,    169616 , 4.5336605298557   ,200.123.109.166
true  ,1731215212.8765 ,elite       , 1039.3366205632   ,1696984505.7898 ,"AS46562 Performive LLC"                                                                                                        ,PERFORMIVE                                        ,Atlanta                      ,"North America"   ,NA                    ,"United States"          ,US                  ,Fairlie-Poplar              ,true            ,"Performive LLC"                                                      ,33.7549     ,-84.3897    ,false          ,"Total Server Solutions L.L.C."                                 ,true          ,Georgia                               ,success        ,America/New_York               ,30303       ,         1730680716 ,1731215220.5788 , 4145 ,socks4   ,socks4://192.111.139.162:4145  ,true  ,  777.85301208496  ,     108164 ,    154069 ,41.247287717412    ,192.111.139.162
true  ,1731215220.4016 ,anonymous   , 4757.1794037576   ,1720454535.1166 ,"AS29550 Simply Transit Ltd"                                                                                                    ,SIMPLYTRANSIT                                     ,London                       ,Europe            ,EU                    ,"United Kingdom"         ,GB                  ,                            ,true            ,"Simply Transit Ltd"                                                  ,51.5072     ,-0.127586   ,false          ,"AS29550 infra"                                                 ,true          ,England                               ,success        ,Europe/London                  ,W1B         ,         1731092864 ,1731215220.4016 ,   80 ,http     ,http://217.112.80.252:80       ,false , 4797.7170944214   ,      32149 ,     98188 ,24.666057988138    ,217.112.80.252
true  ,1731215220.2058 ,elite       , 9785.1052864602   ,1723373621.621  ,"AS14618 Amazon.com, Inc."                                                                                                      ,AMAZON-AES                                        ,Ashburn                      ,"North America"   ,NA                    ,"United States"          ,US                  ,                            ,true            ,"Amazon Technologies Inc."                                            ,39.0438     ,-77.4874    ,false          ,"AWS EC2 (us-east-1)"                                           ,true          ,Virginia                              ,success        ,America/New_York               ,20149       ,         1730734328 ,1731215220.2058 , 8080 ,socks4   ,socks4://3.86.55.182:8080      ,true  ,10727.80585289     ,        153 ,     31209 , 0.48785154008035  ,3.86.55.182
true  ,1731215220.1804 ,elite       , 4357.4580013711   ,1729088203.4676 ,"AS24940 Hetzner Online GmbH"                                                                                                   ,HETZNER-AS                                        ,Nuremberg                    ,Europe            ,EU                    ,Germany                  ,DE                  ,                            ,true            ,"Hetzner Online GmbH"                                                 ,49.4527     ,11.0783     ,false          ,Hetzner                                                         ,false         ,Bavaria                               ,success        ,Europe/Berlin                  ,90403       ,         1730903349 ,1731215220.1804 ,10010 ,http     ,http://88.198.39.240:10010     ,false , 7268.9046859741   ,       1461 ,     21689 , 6.3110151187905   ,88.198.39.240
true  ,1731214809.7174 ,elite       , 1586.9519521858   ,1710633723.3871 ,"AS4812 China Telecom (Group)"                                                                                                  ,CHINANET-SH-AP                                    ,Beijing                      ,Asia              ,AS                    ,China                    ,CN                  ,                            ,false           ,CHINANET                                                              ,39.9042     ,116.407     ,false          ,                                                                ,true          ,Beijing                               ,success        ,Asia/Shanghai                  ,100000      ,         1730852469 ,1731215220.0113 , 8080 ,http     ,http://61.129.2.212:8080       ,false ,  692.60096549988  ,     158105 ,    174886 ,47.48026222931     ,61.129.2.212
true  ,1731215219.9148 ,transparent , 3955.8816144341   ,1731208280.4496 ,"AS139203 Guizhou GuiAn IDC"                                                                                                    ,CHINANET-Guizhou-Guian-IDC                        ,Guiyang                      ,Asia              ,AS                    ,China                    ,CN                  ,                            ,false           ,"China Telecom"                                                       ,26.6477     ,106.63      ,false          ,"Chinanet GZ"                                                   ,false         ,Guizhou                               ,success        ,Asia/Shanghai                  ,550000      ,         1731209238 ,1731215219.9148 , 3128 ,http     ,http://111.124.76.243:3128     ,false , 2669.844865799    ,         38 ,        65 ,36.893203883495    ,111.124.76.243
true  ,1731215219.4813 ,transparent , 7226.3709776097   ,1728093108.178  ,"AS265688 SINERGY SOLUCIONES INTEGRALES"                                                                                        ,"SINERGY SOLUCIONES INTEGRALES"                   ,Pitalito                     ,"South America"   ,SA                    ,Colombia                 ,CO                  ,                            ,false           ,"Sinergy Soluciones Integrales"                                       ,1.8529      ,-76.0546    ,false          ,"Fibra Optica Colombia S.a.s. Zomac"                            ,false         ,"Huila Department"                    ,success        ,America/Bogota                 ,417030      ,         1731120226 ,1731215219.4813 ,  999 ,http     ,http://181.174.228.17:999      ,false , 3339.7727012634   ,       3424 ,     41472 , 7.6265146115467   ,181.174.228.17
true  ,1731215219.306  ,transparent , 6800.0261303223   ,1710701690.9523 ,"AS17494 Telecom Operator & Internet Service Provider as well"                                                                  ,BTTB-AS-AP                                        ,Dhaka                        ,Asia              ,AS                    ,Bangladesh               ,BD                  ,"Ramna Maidan"              ,false           ,"Bangladesh Telecommunications Company Ltd."                          ,23.7484     ,90.4079     ,false          ,"Bangladesh Telegraph & Telephone Board"                        ,false         ,"Dhaka Division"                      ,success        ,Asia/Dhaka                     ,1208        ,         1730832471 ,1731215219.306  , 8080 ,http     ,http://203.112.223.126:8080    ,false ,11118.932962418    ,      23719 ,    307204 , 7.1675283978448   ,203.112.223.126
true  ,1731215219.2932 ,transparent , 6901.2562203869   ,1710541373.287  ,"AS23201 Telecel S.A."                                                                                                          ,"Telecel S.A."                                    ,Luque                        ,"South America"   ,SA                    ,Paraguay                 ,PY                  ,                            ,false           ,"Telecel S.A."                                                        ,-25.2733    ,-57.4935    ,false          ,"Telecel S.A"                                                   ,false         ,"Central Department"                  ,success        ,America/Asuncion               ,            ,         1730852347 ,1731215219.2932 ,  999 ,http     ,http://190.128.195.58:999      ,false , 5849.5588302612   ,      40045 ,    288511 ,12.188181010239    ,190.128.195.58
true  ,1731185423.8648 ,elite       ,  310.15420565396  ,1696965918.3945 ,"AS209638 Parsian Technology Innovative Solution Co., PJS."                                                                     ,PTCO                                              ,Tehran                       ,Asia              ,AS                    ,Iran                     ,IR                  ,"District 7"                ,false           ,"Parsian Technology Innovative Solution Co., PJS."                    ,35.7176     ,51.4449     ,false          ,"Parsian Technology Innovative Solution Co., PJS"               ,true          ,Tehran                                ,success        ,Asia/Tehran                    ,            ,         1731026558 ,1731215218.9353 ,   80 ,http     ,http://80.249.112.162:80       ,false , 1178.8260936737   ,     321207 ,     42505 ,88.313555780398    ,80.249.112.162
true  ,1731215218.5836 ,transparent , 4318.1194451873   ,1719105556.2728 ,"AS2514 NTT PC Communications, Inc."                                                                                            ,INFOSPHERE                                        ,Higashifunabashi             ,Asia              ,AS                    ,Japan                    ,JP                  ,                            ,false           ,"NTT PC Communications, Inc."                                         ,35.7074     ,139.9955    ,false          ,"NTTPC Communications, Inc"                                     ,true          ,Chiba                                 ,success        ,Asia/Tokyo                     ,273-0001    ,         1730973888 ,1731215218.5836 , 3128 ,http     ,http://161.34.40.114:3128      ,false , 7930.48620224     ,      23484 ,    106429 ,18.076712877079    ,161.34.40.114
true  ,1731215218.5699 ,transparent , 4120.6707062612   ,1731157090.5186 ,"AS63859 PT. Eka Mas Republik"                                                                                                  ,MYREPUBLIC-AS-ID                                  ,Jakarta                      ,Asia              ,AS                    ,Indonesia                ,ID                  ,                            ,false           ,"PT. Eka Mas Republik"                                                ,-6.22558    ,106.861     ,false          ,Myrepublic                                                      ,false         ,Jakarta                               ,success        ,Asia/Jakarta                   ,            ,         1731157683 ,1731215218.5699 , 8080 ,http     ,http://103.130.128.66:8080     ,false , 3244.5390224457   ,        131 ,       824 ,13.717277486911    ,103.130.128.66
true  ,1731215203.0024 ,transparent , 5347.2719130309   ,1730081893.4378 ,"AS152438 PT BARAYA TELEKOMUNIKASI INDONESIA"                                                                                   ,IDNIC-BTELIN-ID                                   ,Jakarta                      ,Asia              ,AS                    ,Indonesia                ,ID                  ,                            ,false           ,"PT BARAYA TELEKOMUNIKASI INDONESIA"                                  ,-6.19445    ,106.823     ,false          ,"PT BARAYA TELEKOMUNIKASI INDONESIA"                            ,false         ,Jakarta                               ,success        ,Asia/Jakarta                   ,            ,         1730686964 ,1731215218.5519 , 8080 ,http     ,http://157.66.50.98:8080       ,false , 2726.0811328888   ,       1725 ,     15223 ,10.178192117064    ,157.66.50.98
true  ,1731215218.4689 ,transparent , 5839.23767824     ,1728990339.4921 ,"AS141082 PT Trika Global Media"                                                                                                ,IDNIC-TRIKANET-AS-ID                              ,Gianyar                      ,Asia              ,AS                    ,Indonesia                ,ID                  ,                            ,false           ,"PT Trika Global Media"                                               ,-8.5425     ,115.3296    ,false          ,"PT Trika Global Media"                                         ,false         ,Bali                                  ,success        ,Asia/Makassar                  ,            ,         1730805523 ,1731215218.4689 , 1080 ,http     ,http://103.156.75.243:1080     ,false ,11150.503158569    ,       3030 ,     28812 , 9.5157339363105   ,103.156.75.243
true  ,1731215218.44   ,anonymous   , 2495.46682334     ,1730481954.4927 ,"AS4230 CLARO S.A."                                                                                                             ,"CLARO S.A."                                      ,Sobral                       ,"South America"   ,SA                    ,Brazil                   ,BR                  ,"Distrito Industrial - Sn"  ,false           ,"Claro S.A"                                                           ,-3.71013    ,-40.3519    ,false          ,"Moageira Serra Grande Ltda"                                    ,false         ,Ceará                                 ,success        ,America/Fortaleza              ,62000-000   ,         1731086820 ,1731215218.44   ,   80 ,http     ,http://189.43.42.100:80        ,false ,  751.55830383301  ,       7862 ,      3483 ,69.299250771265    ,189.43.42.100
true  ,1731215218.1    ,elite       , 2843.0429518554   ,1696996416.6341 ,"AS41820 New Information Systems PP"                                                                                            ,NOVI-AS                                           ,Vynohradiv                   ,Europe            ,EU                    ,Ukraine                  ,UA                  ,                            ,false           ,"New Information Systems PP"                                          ,48.1348     ,23.0352     ,false          ,EXPRES                                                          ,false         ,"Zakarpattia Oblast"                  ,success        ,Europe/Kyiv                    ,90300       ,         1731027385 ,1731215218.1    , 1080 ,socks4   ,socks4://176.118.46.24:1080    ,true  ,10699.12815094     ,      13153 ,    155766 , 7.7865722624453   ,176.118.46.24
true  ,1731215218.0044 ,elite       , 2663.6543875342   ,1728504334.0951 ,"AS36666 GloboTech Communications"                                                                                              ,GTCOMM                                            ,Montreal                     ,"North America"   ,NA                    ,Canada                   ,CA                  ,Ville-Marie                 ,true            ,"GloboTech Communications"                                            ,45.5049     ,-73.573     ,false          ,                                                                ,true          ,Quebec                                ,success        ,America/Toronto                ,H4X         ,         1730973606 ,1731215218.0044 , 4689 ,http     ,http://67.43.227.226:4689      ,false , 5631.7889690399   ,        111 ,     14929 , 0.73803191489362  ,67.43.227.226
true  ,1731215217.9342 ,anonymous   , 2536.1859654575   ,1730484950.1739 ,"AS7545 TPG Telecom Limited"                                                                                                    ,TPG-INTERNET-AP                                   ,Sydney                       ,Oceania           ,OC                    ,Australia                ,AU                  ,                            ,false           ,"TPG Internet Pty Ltd"                                                ,-33.9074    ,151.1561    ,false          ,"Willunga Waldorf School"                                       ,false         ,"New South Wales"                     ,success        ,Australia/Sydney               ,2204        ,         1731089825 ,1731215217.9342 ,   80 ,http     ,http://60.242.169.2:80         ,false , 7767.3823833466   ,       6215 ,      5150 ,54.68543774747     ,60.242.169.2
true  ,1731215217.9055 ,elite       ,  602.51622515809  ,1710633922.6358 ,"AS61098 Akenes SA"                                                                                                             ,exoscale                                          ,Zurich                       ,Europe            ,EU                    ,Switzerland              ,CH                  ,                            ,true            ,"Akenes SA"                                                           ,47.3682     ,8.5671      ,false          ,Exoscale                                                        ,true          ,Zurich                                ,success        ,Europe/Zurich                  ,8000        ,         1730721630 ,1731215217.9055 , 3128 ,http     ,http://91.92.155.207:3128      ,false ,  556.45704269409  ,     120061 ,    183748 ,39.518579107268    ,91.92.155.207
true  ,1731215217.8587 ,transparent , 6002.0526486377   ,1725876888.3436 ,"AS7713 PT Telekomunikasi Indonesia"                                                                                            ,telkomnet-as-ap                                   ,Jakarta                      ,Asia              ,AS                    ,Indonesia                ,ID                  ,                            ,false           ,"PT. Telekomunikasi Indonesia"                                        ,-6.2114     ,106.8446    ,false          ,"Telekomunikasi Indonesia"                                      ,false         ,Jakarta                               ,success        ,Asia/Jakarta                   ,            ,         1730715860 ,1731215217.8587 , 8080 ,http     ,http://36.94.27.65:8080        ,false ,10100.738286972    ,       8641 ,     69443 ,11.066287587726    ,36.94.27.65
true  ,1731215217.8558 ,transparent , 7518.1819459594   ,1730341805.1522 ,"AS27988 Servicios y Telecomunicaciones S.A."                                                                                   ,"Servicios y Telecomunicaciones S.A."             ,Palermo                      ,"South America"   ,SA                    ,Argentina                ,AR                  ,                            ,false           ,"Servicios y Telecomunicaciones S.A"                                  ,-34.58      ,-58.4283    ,false          ,"Wilson Brest"                                                  ,false         ,"Buenos Aires F.D."                   ,success        ,America/Argentina/Buenos_Aires ,1870        ,         1730946731 ,1731215217.8558 , 8080 ,http     ,http://190.122.88.118:8080     ,false , 5734.010219574    ,       1431 ,     11986 ,10.665573526124    ,190.122.88.118
true  ,1731215217.5674 ,transparent , 7678.3794825719   ,1728431379.929  ,"AS37403 Info-Gro (PTY) Ltd"                                                                                                    ,INFOGRO                                           ,Brits                        ,Africa            ,AF                    ,"South Africa"           ,ZA                  ,                            ,false           ,"Info-Gro (PTY) Ltd"                                                  ,-25.6356    ,27.7849     ,false          ,"Infogro DSL"                                                   ,false         ,"North West"                          ,success        ,Africa/Johannesburg            ,0250        ,         1730854339 ,1731215217.5674 , 8084 ,http     ,http://196.251.195.253:8084    ,false , 9135.2474689484   ,       2624 ,     37484 , 6.5423356936272   ,196.251.195.253
true  ,1731215217.3092 ,transparent , 6324.6455097795   ,1710700444.6671 ,"AS20771 Caucasus Online Ltd."                                                                                                  ,CAUCASUS-CABLE-SYSTEM                             ,Tbilisi                      ,Asia              ,AS                    ,Georgia                  ,GE                  ,                            ,false           ,"Caucasus Online Ltd."                                                ,41.6959     ,44.832      ,false          ,Caucasus                                                        ,true          ,Tbilisi                               ,success        ,Asia/Tbilisi                   ,            ,         1730832688 ,1731215217.3092 , 8080 ,http     ,http://85.117.56.147:8080      ,false , 8093.7004089355   ,      21421 ,    316243 , 6.3438803070508   ,85.117.56.147
true  ,1731215217.2391 ,transparent , 5924.09530874     ,1710693235.9483 ,"AS21183 Vodafone Albania Sh.A."                                                                                                ,VODAFONE-FIX-AS                                   ,Shkodër                      ,Europe            ,EU                    ,Albania                  ,AL                  ,                            ,false           ,"ABCom Network"                                                       ,42.0653     ,19.51       ,false          ,                                                                ,false         ,"Shkodër County"                      ,success        ,Europe/Tirane                  ,            ,         1730821777 ,1731215217.2391 , 8080 ,http     ,http://80.78.68.87:8080        ,false , 4407.9036712646   ,      28130 ,    307372 , 8.3844507633338   ,80.78.68.87
true  ,1731215217.2137 ,transparent , 5427.2049604318   ,1730991777.9624 ,"AS150279 PT Lintas Network Solusi"                                                                                             ,IDNIC-LNS-AS-ID                                   ,Tangerang                    ,Asia              ,AS                    ,Indonesia                ,ID                  ,                            ,false           ,"PT Lintas Network Solusi"                                            ,-6.177      ,106.6284    ,false          ,"PT Lintas Network Solusi"                                      ,false         ,Banten                                ,success        ,Asia/Jakarta                   ,            ,         1730991796 ,1731215217.2137 , 7777 ,http     ,http://103.99.27.77:7777       ,false ,14746.568441391    ,        390 ,      3370 ,10.372340425532    ,103.99.27.77
true  ,1731215133.6482 ,elite       , 1029.6433808179   ,1719544280.6786 ,"AS2527 Sony Network Communications Inc."                                                                                       ,SO-NET                                            ,Osaka                        ,Asia              ,AS                    ,Japan                    ,JP                  ,                            ,false           ,"Sony Network Communications Inc"                                     ,34.6823     ,135.5105    ,false          ,"Sony Network Communications Inc."                              ,true          ,Osaka                                 ,success        ,Asia/Tokyo                     ,541-0051    ,         1731036589 ,1731215217.1243 , 8080 ,http     ,http://160.86.242.23:8080      ,false ,  787.87016868591  ,     179228 ,     16028 ,91.791289384193    ,160.86.242.23
true  ,1731214600.8889 ,elite       ,  136.3561685224   ,1730259043.135  ,"AS24940 Hetzner Online GmbH"                                                                                                   ,HETZNER-AS                                        ,Nuremberg                    ,Europe            ,EU                    ,Germany                  ,DE                  ,                            ,true            ,"Hetzner Online GmbH"                                                 ,49.4527     ,11.0783     ,false          ,Hetzner                                                         ,false         ,Bavaria                               ,success        ,Europe/Berlin                  ,90403       ,         1730863861 ,1731215216.8834 , 8081 ,http     ,http://49.12.235.70:8081       ,false ,   17.972946166992 ,      14356 ,       236 ,98.382675438596    ,49.12.235.70
true  ,1731215167.0379 ,elite       ,  241.04724025966  ,1710559708.3421 ,"AS24940 Hetzner Online GmbH"                                                                                                   ,HETZNER-AS                                        ,Helsinki                     ,Europe            ,EU                    ,Finland                  ,FI                  ,                            ,true            ,"Hetzner Online GmbH"                                                 ,60.1797     ,24.9344     ,false          ,Hetzner                                                         ,true          ,Uusimaa                               ,success        ,Europe/Helsinki                ,00191       ,         1730688652 ,1731215216.8042 ,   80 ,http     ,http://135.181.154.225:80      ,false ,  271.1124420166   ,     292524 ,     53920 ,84.436157070118    ,135.181.154.225
true  ,1731215216.7584 ,transparent , 5495.954540497    ,1710573750.408  ,"AS209531 OSTV s.r.o."                                                                                                          ,OSTV                                              ,Nitra                        ,Europe            ,EU                    ,Slovakia                 ,SK                  ,                            ,false           ,"OSTV s.r.o."                                                         ,48.3097     ,18.0905     ,false          ,"OSTV s.r.o"                                                    ,false         ,"Nitra Region"                        ,success        ,Europe/Bratislava              ,"949 01"    ,         1730704593 ,1731215216.7584 , 8443 ,http     ,http://147.78.169.80:8443      ,false , 9628.5710334778   ,      22074 ,    321106 , 6.4321930182412   ,147.78.169.80
true  ,1731214960.5562 ,elite       ,  990.37517089395  ,1730760984.0365 ,"AS4134 CHINANET-BACKBONE"                                                                                                      ,CHINANET-BACKBONE                                 ,Guangzhou                    ,Asia              ,AS                    ,China                    ,CN                  ,                            ,false           ,Chinanet                                                              ,23.1317     ,113.266     ,false          ,"Chinanet GD"                                                   ,false         ,Guangdong                             ,success        ,Asia/Shanghai                  ,510000      ,         1730760985 ,1731215216.674  , 8083 ,http     ,http://113.108.13.120:8083     ,false ,  863.40975761414  ,       6964 ,       106 ,98.500707213578    ,113.108.13.120
true  ,1731215216.4783 ,elite       , 4078.601839196    ,1728793418.4186 ,"AS36666 GloboTech Communications"                                                                                              ,GTCOMM                                            ,Montreal                     ,"North America"   ,NA                    ,Canada                   ,CA                  ,Ville-Marie                 ,true            ,"GloboTech Communications"                                            ,45.5049     ,-73.573     ,false          ,                                                                ,true          ,Quebec                                ,success        ,America/Toronto                ,H4X         ,         1730979637 ,1731215216.4783 ,10223 ,http     ,http://72.10.160.172:10223     ,false , 1663.3439064026   ,        117 ,     13213 , 0.87771942985746  ,72.10.160.172
